tau,start_id,ok,optimization_status,solution_status,objective,risk,return,mu_w,kkt_stationarity,kkt_feasibility,kkt_complementarity,gap_to_best,reached_best,solve_time_s,n_iterations,n_selected,selected_assets
0.02861025569104378,rand2,True,SUCCESS,FEASIBLE_KKT_POINT,0.0032717928516358533,0.005739158607007895,-0.08624060483823048,0.08624060483823048,1.4040510263048998e-15,0.0,0.0,0.12444048928850653,False,0.002710647997446358,3,8,11|20|21|26|31|38|43|45
0.02861025569104378,rand3,True,SUCCESS,FEASIBLE_KKT_POINT,0.00351999561715654,0.0063112962944728585,-0.09756294062727003,0.09756294062727003,1.0558115513311697e-15,0.0,0.0,0.20974211187747904,False,0.0027301970112603158,4,8,3|16|26|32|33|38|45|48
0.02861025569104378,rand4,True,SUCCESS,FEASIBLE_KKT_POINT,0.006845278288102984,0.009706040112639858,-0.09999078146765442,0.09999078146765442,1.6120354295461751e-15,0.0,0.0,1.3525658302340051,False,0.0027131320093758404,4,8,11|13|19|23|28|35|43|44
0.0406158598837698,cont,True,SUCCESS,FEASIBLE_KKT_POINT,0.0018460520024385293,0.0054652609189213466,-0.0891082677269394,0.0891082677269394,2.682504610686674e-16,0.0,0.0,0.0,True,0.002394404000369832,2,8,1|2|7|11|20|32|40|49
0.0406158598837698,rand0,True,SUCCESS,FEASIBLE_KKT_POINT,0.0027642881700216827,0.006099111003575662,-0.08210641958824029,0.08210641958824029,7.173522057740977e-16,0.0,0.0,0.49740536337698527,False,0.0029277990106493235,4,8,5|15|16|18|21|26|28|37
0.0406158598837698,rand1,True,SUCCESS,FEASIBLE_KKT_POINT,0.018134813132591156,0.024008927374449086,-0.14462612040389772,0.14462612040389772,5.910699551760727e-16,0.0,0.0,8.823565695772675,False,0.0027379660168662667,4,3,19|21|39
0.0406158598837698,rand2,True,SUCCESS,FEASIBLE_KKT_POINT,0.003362332409192078,0.0069308929139248404,-0.0878612570297636,0.0878612570297636,1.4033613388178272e-15,0.0,0.0,0.821363864034851,False,0.002850577002391219,4,8,3|13|14|16|27|33|43|48
0.0406158598837698,rand3,True,SUCCESS,FEASIBLE_KKT_POINT,0.008437961927015078,0.012076933268663943,-0.08959483689530372,0.08959483689530372,3.9126379394786888e-16,0.0,0.0,3.5708148591145847,False,0.0026955220091622323,4,5,4|7|33|35|37
0.0406158598837698,rand4,True,SUCCESS,FEASIBLE_KKT_POINT,0.007968558597622688,0.010200604227691147,-0.05495502585580839,0.05495502585580839,2.1862581704207836e-15,0.0,0.0,3.3165406953759353,False,0.002771573985228315,4,7,5|17|26|27|30|36|40
0.057659326498589465,cont,True,SUCCESS,FEASIBLE_KKT_POINT,0.0003149576736423869,0.005536648986128583,-0.09056108750444623,0.09056108750444623,1.7953130886354816e-16,0.0,0.0,0.0,True,0.0025250100006815046,2,8,1|2|7|11|20|32|40|49
0.057659326498589465,rand0,True,SUCCESS,FEASIBLE_KKT_POINT,0.0015108835132738264,0.0071534793558338285,-0.09786093916130009,0.09786093916130009,1.0338107805504427e-15,0.0,0.0,3.797100169060278,False,0.0027766879939008504,4,8,4|15|25|27|40|41|42|47
0.057659326498589465,rand1,False,ALGORITHMIC_ERROR,NOT_OPTIMAL,0.01086110559576351,0.015323714197770125,-0.07739612779063217,0.07739612779063217,21.704359603171152,2.220446049250313e-16,5.814197966088234e-18,,False,0.002723754005273804,3,5,2|15|28|36|44
0.057659326498589465,rand2,True,SUCCESS,FEASIBLE_KKT_POINT,0.0011755714830585223,0.006094209723011836,-0.08530516290497496,0.08530516290497496,1.7847689225777937e-15,0.0,0.0,2.732474483732787,False,0.0027197070012334734,4,8,10|19|23|26|31|35|39|45
0.057659326498589465,rand3,True,SUCCESS,FEASIBLE_KKT_POINT,0.002777146354065847,0.0066235079157209945,-0.06670840252962792,0.06670840252962792,1.0877421681042552e-15,0.0,0.0,7.81752241223875,False,0.00280964098055847,4,8,5|8|13|20|22|32|35|40
0.057659326498589465,rand4,True,SUCCESS,FEASIBLE_KKT_POINT,0.038390371164227374,0.040877069398832545,-0.04312742422799547,0.04312742422799547,1.386737556090068e-15,0.0,0.0,120.89057215010568,False,0.0027776080241892487,4,4,3|23|26|30
0.08185467307069029,cont,True,SUCCESS,FEASIBLE_KKT_POINT,-0.0019011501987248472,0.00568052004829786,-0.09262354808350554,0.09262354808350554,3.668286496409275e-16,0.0,0.0,0.0,True,0.002658762998180464,2,8,1|2|7|11|20|32|40|49
0.08185467307069029,rand0,True,SUCCESS,FEASIBLE_KKT_POINT,0.002806731650229019,0.008518370321191768,-0.06977779589969331,0.06977779589969331,5.625802109074413e-16,0.0,0.0,2.4763334583639085,False,0.0028297959943301976,4,8,4|5|23|28|32|40|43|44
0.08185467307069029,rand1,True,SUCCESS,FEASIBLE_KKT_POINT,5.5375146071103e-06,0.0077064972267763075,-0.09408088045893961,0.09408088045893961,2.0482742470370465e-13,0.0,0.0,1.0029127175790276,False,0.002799167006742209,3,7,2|11|14|23|24|28|43
0.08185467307069029,rand2,True,SUCCESS,FEASIBLE_KKT_POINT,0.007972032057295114,0.012878112975368925,-0.05993647929956161,0.05993647929956161,1.7399269978290398e-15,0.0,0.0,5.193267874073759,False,0.0027788199950009584,4,6,1|4|12|15|35|36
